표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
PT4865-전용박스(GS)_화이트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4870-사용설명서(GS),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4902-트레이박스_블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PT4902-트레이박스_블랙 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4903-슬리브(스탠다드),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PT4903-슬리브(스탠다드)_투명 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4904-지지대(전용),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PT4904-지지대(전용)_블랙+실버인쇄 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4911-배경지,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PT4911-배경지 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4917-아크릴트로피,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PT4917-아크릴트로피 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4946-사각스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4947-웰컴페이퍼(커스텀인쇄),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4948-어드벤스3단자동우산,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4964-브릭용캘린더 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT4968- 브릭메모&캘린더스탠드&브랜디드피규어 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5125-킵세이프마그넷배터리MAX -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5157-아임히어리플렉터키링 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5225-에어캡패드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5289-덮개박스(스탠다드)_블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PT5311-올데이텀블러(GS)_화이트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5311-올데이텀블러(GS)_화이트 뚜껑,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5311-올데이텀블러(GS)_화이트 바디,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5312-단품박스(전용)(GS),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PT5412-덮개박스(스탠다드)_화이트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Passion 더스트백 키트,굿즈명,,수기,0.67,보류,jaccard score=0.67 freq=10
Passion더스트백 키트(개별외박스),굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=1
Passion더스트백 키트(일괄 외박스),굿즈명,,수기,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브 박스 슬리브,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Quality슬리브박스 키트 (매트차콜블랙),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=2
Quality슬리브박스 키트 (문화콘텐츠팀),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 (베뉴베뉴마케팅),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 (블루),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 (샤이니화이트),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 (전시1팀),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 (전시서비스팀),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 (해외사업팀),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 180+여유수량,굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트 320+여유수량,굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트(남성),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트(블랙아이콘홀더),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트(여성),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스 키트(클린코튼),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=2
Quality슬리브박스 키트(화이트아이콘홀더),굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스(비스포크) 키트,굿즈명,SLVR,유사,0.40,보류,jaccard score=0.40 freq=1
Quality슬리브박스[쿠팡파이낸셜] 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Quality슬리브박스[쿠팡페이] 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Quality슬리브박스키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
Quality슬리브박스키트100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Raw 코튼파우치,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Raw코튼파우치,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Raw코튼파우치 키(L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Raw코튼파우치 키트 (L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Raw코튼파우치(L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=63
Raw코튼파우치75,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Reinvent슬리브박스키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
S -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
S 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
S(45),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=19
S) (2XL),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) (L),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) (M),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) (S),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) (XL),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
"S) 2XL 20""",굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 2XL(1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 2XL(10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 2XL(11개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 2XL(20),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 2XL(21),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 2XL(2개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 3XL(2개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 3XL(3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 3XL(8),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 4XL(1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 4XL(1개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) 5XL(4개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L(10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L(12개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L(25),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L(25개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L(26),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) L(50),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) M(12),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) M(14),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) M(15),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) M(4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) M(7개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) M(8개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) S(2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) S(2개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) S(3개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) S(5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
S) XL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) XL(11개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) XL(12개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) XL(20),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) XL(21),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) XL(27),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S) XL(40),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S)M(10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(L) + 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(L) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
Simple슬라이드지퍼백(L)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
Simple슬라이드지퍼백(M)  키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(M) (그레이),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(M) + 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
Simple슬라이드지퍼백(M) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=62
Simple슬라이드지퍼백(M)(블랙),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(M)+사각스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(M)+스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
Simple슬라이드지퍼백(M)+스티커100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(M)_추가제작 사각스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(M)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=63
Simple슬라이드지퍼백(M)키트(와이드클립펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(S) + 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
Simple슬라이드지퍼백(S) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=17
Simple슬라이드지퍼백(S) 키트 302잔여분(플레인USB2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Simple슬라이드지퍼백(S)+스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
Simple슬라이드지퍼백(S)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=13
Simple슬라이드지퍼백(S)키트 100+,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Small),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Small) (벌크전달),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Small) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
Small)(벌크전달),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
Small)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스  키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스 [블랙],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스 [화이트],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=24
Solid 스탠다드 G형박스 키트 (2XL),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스 키트 (L),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스 키트 (M),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid 스탠다드 G형박스 키트 (XL),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid스탠다드G형박스(L사이즈) 키트 [인쇄 O],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid스탠다드G형박스(브랜디드타월2개입) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Solid스탠다드G형박스(브랜디드타월2개입)키트,굿즈명,SOLC,유사,0.40,보류,jaccard_norm score=0.40 freq=6
Solid스탠다드G형박스1사각스티커100,굿즈명,SOLC,유사,0.40,보류,jaccard score=0.40 freq=1
Stationery페이퍼박스 [다이어리 후면 각인],굿즈명,STBX,유사,0.40,보류,jaccard score=0.40 freq=1
Stationery페이퍼박스 [다이어리 후면 미각인],굿즈명,STBX,유사,0.40,보류,jaccard score=0.40 freq=1
Storage펄프박스리드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Storage펄프박스바디,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Storage펄프박스바디+바닥지,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
S사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
Tailored 키트 (L),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored 키트 (M),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored 키트 (XL),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 벌크,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=29
Tailored스트랩박스 키트 3L(20),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 키트 4L(10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 키트 L(70),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 키트 LL(70),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 키트 M(30),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 키트 재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 트로피 제외 키트 [이달의 블로그],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 트로피 제외 키트12+잔여웰컴페이퍼,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스 트로피 포함 키트 [올해의 블로그],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Tailored스트랩박스키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
Thin),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Thin) 여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Thin) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Two-way에코쇼핑백(L) 1+여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
UV(골프공 3구),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
UV(골프공),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
UV(올데이텀블러),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
UV(와이드클립펜),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
UV(클립 아트펜_양면),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
UV_전면,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
UV_풀컬러 몰스킨데일리노트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=14
W)  M(7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 220(L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(111),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(14),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(17),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(18),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(20),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(22),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(30),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
W) 2XL(5개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL(8),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 2XL10,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 3XL(10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 3XL(13),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 3XL(3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 3XL(4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
"W) 4XL 1""",굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 4XL(1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 4XL(12),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 5XL(3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) 6XL(2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
W) L(119),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(13),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(15),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
W) L(16),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(20),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(20개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(24),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(29),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(35),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(36),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(38),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) L(80),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
W) M(12),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
W) M(13),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
W) M(15개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M(17),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M(26),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M(3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M(30),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M(5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) M(8),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) S(1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) S(2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
W) S(3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) S(4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
W) S(5개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) S(6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) S10,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
W) XL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
