표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
전사(레터링 유리머그),굿즈명,LTLU,유사,0.67,미검증,jaccard score=0.67 freq=1
전사(스파클링 유리컵),굿즈명,SPKL,유사,0.67,미검증,jaccard score=0.67 freq=1
전사(프리미엄 린넨샤쉐) 2종,굿즈명,LSCH,유사,0.67,미검증,jaccard score=0.67 freq=1
젠틀차량용청소기,굿즈명,GTVC,정확,1.00,확정,jaccard score=1.00 freq=6
주차번호판 피규어 세트,굿즈명,FGPS,유사,0.67,미검증,jaccard score=0.67 freq=2
주차번호판 피규어 키트,굿즈명,FGPS,유사,0.67,미검증,jaccard score=0.67 freq=2
짐색,굿즈명,DLYG,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:DLYG|DLYK
짐색 1),굿즈명,DLYG,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:DLYG|DLYK
짐색1),굿즈명,DLYG,유사,0.50,미검증,jaccard score=0.50 freq=2 ambiguous-name:DLYG|DLYK
짐색2 ),굿즈명,DLYG,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:DLYG|DLYK
짐색3),굿즈명,DLYG,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:DLYG|DLYK
차량용 청소기,굿즈명,SPAC,유사,0.67,미검증,jaccard score=0.67 freq=1
챔피언 피규어 트로피,굿즈명,CFTP,정확,1.00,확정,name2code score=1.00 freq=9
챔피언 피규어 트로피 (User Financial Data Team ),굿즈명,CFTP,정확,1.00,확정,name2code score=1.00 freq=1
챔피언 피규어 트로피35,굿즈명,CFTP,정확,1.00,확정,jaccard score=1.00 freq=1
챔피언 피규어 트로피36,굿즈명,CFTP,정확,1.00,확정,jaccard score=1.00 freq=1
챔피언 피규어 트로피4,굿즈명,CFTP,정확,1.00,확정,jaccard score=1.00 freq=1
챔피언피규어트로피,굿즈명,CFTP,정확,1.00,확정,jaccard score=1.00 freq=25
챔피언피규어트로피 (헤드A),굿즈명,CFTP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
챔피언피규어트로피 (헤드B),굿즈명,CFTP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
챔피언피규어트로피(남자),굿즈명,CFTP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
챔피언피규어트로피(여자),굿즈명,CFTP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
충전기(Lite모델),굿즈명,PDCX,유사,0.50,미검증,jaccard score=0.50 freq=1
칠링패드 냉각선풍기,굿즈명,CPNF,정확,1.00,확정,name2code score=1.00 freq=21
칠링패드냉각선풍기,굿즈명,CPNF,정확,1.00,확정,jaccard score=1.00 freq=51
칠링패드냉각선풍기 (스티커 미부착),굿즈명,CPNF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
칠링패드냉각선풍기 (스티커부착),굿즈명,CPNF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
칫솔,굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=2
칫솔(단품)2),굿즈명,STNB,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
칫솔1,굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=7
칫솔1),굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=2
칫솔2,굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=3
칫솔2),굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=1
칫솔3,굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=2
칫솔3),굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=1
칫솔5),굿즈명,STNB,유사,0.50,미검증,jaccard score=0.50 freq=2
카드트레이 피규어 세트,굿즈명,CTPS,정확,1.00,확정,name2code score=1.00 freq=18
캔버스피크닉매트(1인용),굿즈명,PCMT,정확,1.00,확정,jaccard score=1.00 freq=17
캔버스피크닉매트(2인용),굿즈명,PCMU,정확,1.00,확정,jaccard score=1.00 freq=7
캘린더,굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=3
캘린더1,굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=1
캘린더10),굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=1
캘린더2,굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=1
캘린더2),굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=2
캘린더3),굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=3
캘린더4),굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=1
캘린더5,굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=1
캘린더5),굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=2
캘린더7),굿즈명,LTCL,유사,0.50,미검증,jaccard score=0.50 freq=1
캠핑체어,굿즈명,LTLB,유사,0.50,미검증,jaccard score=0.50 freq=1
캠핑쿨러,굿즈명,VBCC,유사,0.50,미검증,jaccard score=0.50 freq=1
커넥트 6in1  케이블 키트,굿즈명,CCKT,정확,1.00,확정,jaccard score=1.00 freq=1
커넥트 6in1 케이블 키트,굿즈명,CCKT,정확,1.00,확정,jaccard score=1.00 freq=5
커넥트 6in1 케이블키트,굿즈명,CCKT,정확,1.00,확정,name2code score=1.00 freq=19
커넥트 6in1 케이블키트1,굿즈명,CCKT,정확,1.00,확정,jaccard score=1.00 freq=1
커넥트6in1케이블키트,굿즈명,CCKT,정확,1.00,확정,jaccard score=1.00 freq=29
커스텀박스,굿즈명,MBCS,유사,0.50,미검증,jaccard score=0.50 freq=1
커피드립백(빈브라더스),굿즈명,BEAN,정확,1.00,확정,jaccard score=1.00 freq=5
커피펜슬,굿즈명,CFPC,정확,1.00,확정,jaccard score=1.00 freq=1
컬러펜,굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러펜1,굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러펜1),굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=3
컬러펜2,굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러펜21,굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러펜3,굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러펜3),굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러펜4),굿즈명,SPCP,유사,0.50,미검증,jaccard score=0.50 freq=1
컬러풀 노트패드,굿즈명,CNPD,정확,1.00,확정,name2code score=1.00 freq=5
컬러풀노트패드,굿즈명,CNPD,정확,1.00,확정,jaccard score=1.00 freq=17
컬러풀노트패드(블랙),굿즈명,CNPG,정확,1.00,확정,jaccard score=1.00 freq=19
컴포트 스텐머그,굿즈명,UMUG,정확,1.00,확정,name2code score=1.00 freq=4
컴포트스텐머그,굿즈명,UMUG,정확,1.00,확정,jaccard score=1.00 freq=1
콜드컵,굿즈명,ICCC,유사,0.50,미검증,jaccard score=0.50 freq=2
콜드컵2),굿즈명,ICCC,유사,0.50,미검증,jaccard score=0.50 freq=1
콜드컵3),굿즈명,ICCC,유사,0.50,미검증,jaccard score=0.50 freq=1
크릴아이콘(아이콘 펜) 1+아이콘펜,굿즈명,IIKP,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
클래시 차량용 방향제,굿즈명,CCAF,정확,1.00,확정,name2code score=1.00 freq=4
클래시차량용방향제,굿즈명,CCAF,정확,1.00,확정,jaccard score=1.00 freq=52
클로저 휴대폰 스트랩,굿즈명,CHST,정확,1.00,확정,name2code score=1.00 freq=5
클로저 휴대폰 스트랩(아크릴참),굿즈명,CHST,정확,1.00,확정,name2code score=1.00 freq=1
클로저휴대폰스트랩,굿즈명,CHST,정확,1.00,확정,jaccard score=1.00 freq=3
클로저휴대폰스트랩(블리스터),굿즈명,CHSB,정확,1.00,확정,jaccard score=1.00 freq=7
클로저휴대폰스트랩(실버팩),굿즈명,CHST,정확,1.00,확정,jaccard score=1.00 freq=1
클리어 리유저블컵,굿즈명,CLRU,정확,1.00,확정,name2code score=1.00 freq=5
클리어리유저블(스트로우) + Passion더스트백(반투명M),굿즈명,DBAM,유사,0.60,미검증,jaccard score=0.60 freq=1
클리어리유저블컵,굿즈명,CLRU,정확,1.00,확정,name2code score=1.00 freq=4
클리어리유저블컵(스탠다드),굿즈명,CLRU,정확,1.00,확정,name2code score=1.00 freq=40
클리어리유저블컵_스탠다드,굿즈명,CLRU,정확,1.00,확정,name2code score=1.00 freq=2
클리어리유저블컵_스탠다드 113+여분수량,굿즈명,CLRU,정확,1.00,확정,name2code score=1.00 freq=1
클립 아트펜,굿즈명,CLIP,정확,1.00,확정,name2code score=1.00 freq=5
클립 아트펜 UV,굿즈명,CLIP,유사,0.67,미검증,jaccard score=0.67 freq=1
클립아트펜,굿즈명,CLIP,정확,1.00,확정,jaccard score=1.00 freq=94
클립아트펜 (단품),굿즈명,CLIP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
클립아트펜 (벌크),굿즈명,CLIP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
클립아트펜(펜노란색-배경지노란색),굿즈명,CLIP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
클립아트펜(펜하늘색-배경지 하늘색),굿즈명,CLIP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
클립아트펜_재재제작,굿즈명,CLIP,정확,1.00,확정,jaccard_norm score=1.00 freq=9
키링,굿즈명,GKEY,유사,0.50,미검증,jaccard score=0.50 freq=1
키링1,굿즈명,GKEY,유사,0.50,미검증,jaccard score=0.50 freq=1
키링2),굿즈명,GKEY,유사,0.50,미검증,jaccard score=0.50 freq=4
키링3),굿즈명,GKEY,유사,0.50,미검증,jaccard score=0.50 freq=1
키트 (블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
키트 블랙,굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=5
킵세이프 마그넷 배터리,굿즈명,MGNB,정확,1.00,확정,name2code score=1.00 freq=12
킵세이프 마그넷 배터리 100개(B1비전35스티커부착),굿즈명,KSMB,유사,0.75,미검증,jaccard score=0.75 freq=1 ambiguous-name:KSMB|MGNB
킵세이프 마그넷 배터리 150개(스티커부착없음),굿즈명,KSMB,유사,0.75,미검증,jaccard score=0.75 freq=1 ambiguous-name:KSMB|MGNB
킵세이프 마그넷 배터리 Lite,굿즈명,KSMB,유사,0.75,미검증,jaccard score=0.75 freq=3 ambiguous-name:KSMB|MGNB
킵세이프 마그넷 배터리 Ma,굿즈명,KSBM,정확,1.00,확정,jaccard score=1.00 freq=14
킵세이프 마그넷 배터리 Max,굿즈명,KSBM,정확,1.00,확정,name2code score=1.00 freq=1
킵세이프 마그넷 배터리 Max (B1 비전35 스티커),굿즈명,KSBM,정확,1.00,확정,name2code score=1.00 freq=1
킵세이프 마그넷 배터리 Max (B2 앳킨스 로고 스티커),굿즈명,KSBM,정확,1.00,확정,name2code score=1.00 freq=1
킵세이프 마그넷 배터리 Max (B3 CANDU 로고 스티커),굿즈명,KSBM,정확,1.00,확정,name2code score=1.00 freq=1
킵세이프 마그넷 배터리 Slim,굿즈명,KSMB,정확,1.00,확정,name2code score=1.00 freq=14
킵세이프 마그넷 배터리 Slim1),굿즈명,KSBS,정확,1.00,확정,jaccard score=1.00 freq=1
킵세이프 마그넷 배터리 슬림,굿즈명,KSMB,유사,0.75,미검증,jaccard score=0.75 freq=1 ambiguous-name:KSMB|MGNB
킵세이프 마그넷 지그,굿즈명,KSMB,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:KSMB|MGNB
킵세이프마그넷배터리,굿즈명,KSMB,정확,1.00,미검증,jaccard score=1.00 freq=130 ambiguous-name:KSMB|MGNB
킵세이프마그넷배터리(ver1),굿즈명,KSMB,정확,1.00,미검증,jaccard_norm score=1.00 freq=1 ambiguous-name:KSMB|MGNB
킵세이프마그넷배터리Slim,굿즈명,KSBS,정확,1.00,확정,jaccard score=1.00 freq=24
타투스티커3,굿즈명,TTSK,유사,0.50,미검증,jaccard score=0.50 freq=1
텀블러,굿즈명,SGCN,유사,0.50,미검증,jaccard score=0.50 freq=4
텀블러1,굿즈명,SGCN,유사,0.50,미검증,jaccard score=0.50 freq=4
텀블러1),굿즈명,SGCN,유사,0.50,미검증,jaccard score=0.50 freq=5
텀블러1)),굿즈명,SGCN,유사,0.50,미검증,jaccard score=0.50 freq=1
텀블러2,굿즈명,SGCN,유사,0.50,미검증,jaccard score=0.50 freq=2
텀블러2),굿즈명,SGCN,유사,0.50,미검증,jaccard score=0.50 freq=2
테크 미니 파우치,굿즈명,TCMP,정확,1.00,확정,name2code score=1.00 freq=13
테크미니파우치,굿즈명,TCMP,정확,1.00,확정,jaccard score=1.00 freq=121
테크미니파우치 (1),굿즈명,TCMP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
테크미니파우치 (2),굿즈명,TCMP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
테크미니파우치 (Microsoft),굿즈명,TCMP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
톤앤톤 쿨러백,굿즈명,TTCB,정확,1.00,확정,name2code score=1.00 freq=9
톤앤톤 쿨러백 키트,굿즈명,TTCC,정확,1.00,확정,jaccard score=1.00 freq=1
톤앤톤쿨러백 (키트),굿즈명,TTCC,정확,1.00,확정,jaccard score=1.00 freq=1
톤앤톤쿨러백(단품),굿즈명,TTCB,정확,1.00,확정,jaccard score=1.00 freq=61
톤앤톤쿨러백(키트),굿즈명,TTCC,정확,1.00,확정,jaccard score=1.00 freq=26
투마일 오피스 슬리퍼 (240),굿즈명,TMLO,정확,1.00,확정,name2code score=1.00 freq=1
투마일 오피스 슬리퍼 (260),굿즈명,TMLO,정확,1.00,확정,name2code score=1.00 freq=1
투마일 오피스 슬리퍼 (270),굿즈명,TMLO,정확,1.00,확정,name2code score=1.00 freq=1
투마일 오피스 슬리퍼 (280),굿즈명,TMLO,정확,1.00,확정,name2code score=1.00 freq=1
투마일오피스슬리퍼,굿즈명,TMLO,정확,1.00,확정,jaccard score=1.00 freq=26
투마일오피스슬리퍼 (보수 + 재임가공),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=1
투마일오피스슬리퍼(240),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=2
투마일오피스슬리퍼(250),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=3
투마일오피스슬리퍼(260),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=2
투마일오피스슬리퍼(270),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=2
투마일오피스슬리퍼(280),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=2
투마일오피스슬리퍼(여분),굿즈명,TMLO,정확,1.00,확정,jaccard_norm score=1.00 freq=1
트래블2in1목베개,굿즈명,NKPL,정확,1.00,확정,jaccard score=1.00 freq=36
트리플 컬러펜,굿즈명,TRPC,유사,0.67,미검증,jaccard score=0.67 freq=4
트리플컬러펜∣JETSTREAM,굿즈명,TRPC,정확,1.00,확정,jaccard score=1.00 freq=55
티셔츠 L,굿즈명,FTSH,유사,0.50,미검증,jaccard score=0.50 freq=1
티셔츠 M,굿즈명,FTSH,유사,0.50,미검증,jaccard score=0.50 freq=1
티셔츠 XL,굿즈명,FTSH,유사,0.50,미검증,jaccard score=0.50 freq=1
틴케이스,굿즈명,TNCS,유사,0.50,미검증,jaccard score=0.50 freq=2
틴케이스1,굿즈명,TNCS,유사,0.50,미검증,jaccard score=0.50 freq=1
틴케이스2,굿즈명,TNCS,유사,0.50,미검증,jaccard score=0.50 freq=1
파우치,굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=1
파우치 키트,굿즈명,LSPH,유사,0.67,미검증,jaccard score=0.67 freq=1
파우치1,굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=2
파우치1),굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=11
파우치102 ),굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=1
파우치2,굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=3
파우치2),굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=2
파우치3),굿즈명,FSPC,유사,0.50,미검증,jaccard score=0.50 freq=1
파워업 PD 충전기 65W,굿즈명,PUPD,정확,1.00,확정,name2code score=1.00 freq=9
파워업 PD 충전기 65W1),굿즈명,PUPD,정확,1.00,확정,jaccard score=1.00 freq=1
파워업PD충전기65W,굿즈명,PUPD,정확,1.00,확정,jaccard score=1.00 freq=36
파카조터XL볼펜,굿즈명,PKJT,정확,1.00,확정,jaccard score=1.00 freq=2
팝업스토어 피규어 세트,굿즈명,MSFG,정확,1.00,확정,name2code score=1.00 freq=3
팝업스토어 피규어 세트  A2,굿즈명,BRPH,유사,0.50,미검증,jaccard score=0.50 freq=1
팝업스토어 피규어 세트 A1,굿즈명,BRPH,유사,0.50,미검증,jaccard score=0.50 freq=1
패드(레디고 런치박스),굿즈명,RDGL,유사,0.67,미검증,jaccard score=0.67 freq=6
퍼 블랭킷,굿즈명,FUBL,정확,1.00,확정,name2code score=1.00 freq=1
퍼블랭킷(무릎담요),굿즈명,FUBL,정확,1.00,확정,jaccard score=1.00 freq=35
퍼블랭킷(일반담요),굿즈명,FUBM,정확,1.00,확정,jaccard score=1.00 freq=22
펄프박스_리드,굿즈명,STPB,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
펄프박스_바디,굿즈명,STPB,유사,0.50,미검증,jaccard_norm score=0.50 freq=2
페이머스 캡슐보틀,굿즈명,FACB,정확,1.00,확정,name2code score=1.00 freq=2
페이머스캡슐보틀,굿즈명,FACB,정확,1.00,확정,jaccard score=1.00 freq=15
페이퍼 샤쉐,굿즈명,PSCH,정확,1.00,확정,name2code score=1.00 freq=9
페이퍼링 캘린더,굿즈명,PIPR,정확,1.00,확정,name2code score=1.00 freq=4
페이퍼링 캘린더 (단품) :,굿즈명,PIPR,유사,0.67,미검증,jaccard score=0.67 freq=1
페이퍼링 캘린더 키트,굿즈명,PIPR,유사,0.67,미검증,jaccard score=0.67 freq=1
페이퍼링 캘린더+opp,굿즈명,PIPR,유사,0.67,미검증,jaccard score=0.67 freq=1
페이퍼링 캘린더+덮개박스,굿즈명,PIPR,유사,0.67,미검증,jaccard score=0.67 freq=1
페이퍼링캘린더,굿즈명,PIPR,정확,1.00,확정,jaccard score=1.00 freq=63
페이퍼샤쉐,굿즈명,PSCH,정확,1.00,확정,jaccard score=1.00 freq=79
페이퍼샤쉐 398+여분수량,굿즈명,PSCH,유사,0.50,미검증,jaccard score=0.50 freq=1
페이퍼샤쉐+,굿즈명,PSCH,정확,1.00,확정,jaccard score=1.00 freq=1
페이퍼샤쉐1),굿즈명,PSCH,정확,1.00,확정,jaccard score=1.00 freq=1
펜홀더 피규어 세트,굿즈명,BRPH,정확,1.00,확정,name2code score=1.00 freq=1
펠트백,굿즈명,FTBG,정확,1.00,확정,jaccard score=1.00 freq=12
펠트백 (2개입 키트),굿즈명,FTBG,정확,1.00,확정,jaccard_norm score=1.00 freq=1
펠트백 +레더라벨캠핑체어,굿즈명,FTBG,유사,0.50,미검증,jaccard score=0.50 freq=7
펠트백 키트,굿즈명,FTBG,유사,0.50,미검증,jaccard score=0.50 freq=3
펠트백+ 레더라벨캠핑체어,굿즈명,FTBG,유사,0.50,미검증,jaccard score=0.50 freq=7
펠트스트링파우치,굿즈명,FSPC,정확,1.00,확정,jaccard score=1.00 freq=3
포시즌 블랭킷,굿즈명,FSBL,정확,1.00,확정,name2code score=1.00 freq=11
포시즌 티셔츠,굿즈명,FTSH,정확,1.00,확정,name2code score=1.00 freq=3
포시즌 티셔츠  2XL,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠  3XL,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠 (L),굿즈명,FTSH,정확,1.00,확정,name2code score=1.00 freq=1
포시즌 티셔츠 (M),굿즈명,FTSH,정확,1.00,확정,name2code score=1.00 freq=1
포시즌 티셔츠 (S),굿즈명,FTSH,정확,1.00,확정,name2code score=1.00 freq=1
포시즌 티셔츠 (XL),굿즈명,FTSH,정확,1.00,확정,name2code score=1.00 freq=1
포시즌 티셔츠 2XL,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠 L,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=2
포시즌 티셔츠 L :,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠 M,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=2
포시즌 티셔츠 M :,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠 S,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠 XL,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=2
포시즌 티셔츠+인쇄,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=1
포시즌 티셔츠2XL,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠2XL :,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠2XL 수량:,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=1
포시즌 티셔츠3XL :,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠L,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=2
포시즌 티셔츠L 수량:,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=2
포시즌 티셔츠M,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠M 수량:,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=2
포시즌 티셔츠S,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠S 수량:,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=2
포시즌 티셔츠XL,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠XL :,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=1
포시즌 티셔츠XL 수량:,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=2
포시즌블랭킷(무릎담요),굿즈명,FSBL,정확,1.00,확정,jaccard score=1.00 freq=64
포시즌블랭킷(일반담요),굿즈명,FSBM,정확,1.00,확정,jaccard score=1.00 freq=29
포시즌티셔츠,굿즈명,FTSH,정확,1.00,확정,jaccard score=1.00 freq=24
포인트업러그(반원형),굿즈명,PITU,정확,1.00,확정,jaccard score=1.00 freq=30
포인트업러그(원형),굿즈명,PITC,정확,1.00,확정,jaccard score=1.00 freq=7
포켓 마켓백,굿즈명,PKMK,정확,1.00,확정,name2code score=1.00 freq=12
포켓마켓백,굿즈명,PKMK,정확,1.00,확정,jaccard score=1.00 freq=58
포켓마켓백 블랙,굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
포터블 피크닉 롤테이블,굿즈명,PTBC,정확,1.00,확정,name2code score=1.00 freq=4
폴더블 텀블러 실크,굿즈명,FOLC,유사,0.67,미검증,jaccard score=0.67 freq=1
폴더블 텀블러 패키지 (스티커165,굿즈명,FOLC,유사,0.50,미검증,jaccard score=0.50 freq=1
폴더블텀블러,굿즈명,FOLC,정확,1.00,확정,jaccard score=1.00 freq=15
폴딩방석,굿즈명,HIKF,유사,0.50,미검증,jaccard score=0.50 freq=1
풀커버 스티치 노트,굿즈명,FCSN,정확,1.00,확정,name2code score=1.00 freq=9
풀커버 스프링노트,굿즈명,FCSP,정확,1.00,확정,name2code score=1.00 freq=3
풀커버스티치노트(300개이하),굿즈명,FCSF,정확,1.00,확정,jaccard score=1.00 freq=8
풀커버스티치노트(300개초과),굿즈명,FCSN,정확,1.00,확정,jaccard score=1.00 freq=1
풀커버스프링노트,굿즈명,FCSP,정확,1.00,확정,jaccard score=1.00 freq=26
프라우드 메모패드,굿즈명,PMPB,정확,1.00,확정,name2code score=1.00 freq=1
프라우드 명함지갑,굿즈명,TWTO,유사,0.67,미검증,jaccard score=0.67 freq=1
프라우드 투톤 명함지갑,굿즈명,TWTO,정확,1.00,확정,name2code score=1.00 freq=4
프라우드메모패드,굿즈명,PMPB,정확,1.00,미검증,jaccard score=1.00 freq=1 ambiguous-name:PMPB|PMPC
프라우드메모패드(블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=27
프라우드메모패드(블랙)1),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
프라우드메모패드(컬러),굿즈명,PMPB,정확,1.00,미검증,jaccard_norm score=1.00 freq=4 ambiguous-name:PMPB|PMPC
프라우드메모패드_커버,굿즈명,PMPB,정확,1.00,미검증,jaccard_norm score=1.00 freq=2 ambiguous-name:PMPB|PMPC
프라우드투톤명함지갑,굿즈명,TWTO,정확,1.00,확정,jaccard score=1.00 freq=10
프라우드투톤명함지갑(레디메이드),굿즈명,TWTB,정확,1.00,확정,jaccard score=1.00 freq=19
프라임 폴더블 멀티충전기,굿즈명,PRMF,정확,1.00,확정,name2code score=1.00 freq=5
프라임폴더블멀티충전기,굿즈명,PRMF,정확,1.00,확정,jaccard score=1.00 freq=45
프라임폴더블멀티충전기 (기성패키지),굿즈명,PRMF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
프라임폴더블멀티충전기 (무지),굿즈명,PRMF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
프라임폴더블멀티충전기 (슬리브),굿즈명,PRMF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
프라임폴더블멀티충전기(무지),굿즈명,PRMF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
프라임폴더블멀티충전기(인쇄),굿즈명,PRMF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
프레시캘린더,굿즈명,FRCL,정확,1.00,확정,jaccard score=1.00 freq=6
프레젠트 골프공 3구,굿즈명,PSGB,정확,1.00,확정,name2code score=1.00 freq=3
프레젠트골프공3구,굿즈명,PSGB,정확,1.00,확정,jaccard score=1.00 freq=22
프로페셔널와인오프너,굿즈명,PWOP,정확,1.00,확정,jaccard score=1.00 freq=1
프리미엄 린넨샤쉐,굿즈명,LSCH,정확,1.00,확정,name2code score=1.00 freq=2
프리미엄 린넨샤쉐 set,굿즈명,LSCH,유사,0.67,미검증,jaccard score=0.67 freq=1
프리미엄 스트링 후드집업,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업 2XL,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업 L,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업 XL,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업2,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업L,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업M,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=2
프리미엄 스트링 후드집업S,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄 스트링 후드집업XL,굿즈명,WZIP,유사,0.50,미검증,jaccard score=0.50 freq=1
프리미엄린넨샤쉐,굿즈명,LSCH,정확,1.00,확정,jaccard score=1.00 freq=14
